"cardId","cardName","colorCosts","colorCostsColor","colorCostsCount","colors","counterLevel","damage","description","effectList","imageName","isPersistentSpell","isTO","level","power","rarity","reviveLevel","traits","types"
"test_51","おいつけモリタマ","[{""S"":""green""}]","green","1","[{""S"":""green""}]","0","1","召喚時:相手のストーンが自分のストーン以上ならストーン(パッシブ)を1つ獲得する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""EnemyLeaderLevelHigher""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""GainLevel""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""""}}}]}}}]","green_monster_11","","false","3","3000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_73","ノアの方舟","[{""S"":""yellow""},{""S"":""yellow""},{""S"":""yellow""}]","yellow","3","[{""S"":""yellow""}]","5","0","このカードはカウンタータイミング1にしか発動できない。\n場のユニットは全て『破壊時:ターン終了時にこのカードを墓地から場に出す』を得る。\nカウンター[5]","[{""M"":{""activationType"":{""S"":""Counter1""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""1""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""ReviveThisTurn""},""value"":{""N"":""0""},""target"":{""S"":""AllMonsters""}}}]}}}]","yellow_magic","","false","5","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_37","エラシオンギア","[{""S"":""blue""},{""S"":""blue""}]","blue","2","[{""S"":""blue""}]","2","0","相手のレベル3以下のユニット1体を手札に戻す。\nカウンター[2]","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""level<=3""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}},{""M"":{""activationType"":{""S"":""Counter""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""level<=3""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""3""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}}]","blue_magic_5","","false","4","0","C","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_23","青ユニット","[{""S"":""blue""},{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","1","召喚時:相手のユニット1体の召喚時の効果を適用する。\nTO:このカードの効果を適用する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""UnBlockeble""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""Self""}}}]}}}]","blue_monster_3","","false","5","2000","","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_59","芽還しの腕環","[]","","0","[{""S"":""green""}]","0","0","破壊時:カラー緑を2つ獲得する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnDestroy""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""GainLevel""},""keyword"":{""S"":""green""},""value"":{""S"":""1""},""target"":{""S"":""PlayerLeader""}}}]}}}]","green_equip_2","","false","2","0","C","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_84","黒ユニット","[{""S"":""black""}]","black","1","[{""S"":""black""}]","0","1","破壊時:自分のリーダーにダメージ1を与えて、1枚ドローする。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttack""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""OpponentChoice""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""MillHandKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyHand""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""MillHandKey""},""type"":{""S"":""Discard""},""keyword"":{""S"":""""},""value"":{""S"":""0""},""target"":{""S"":""""}}}]}}}]","dark_knight","","false","2","1000","","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_17","広範囲爆撃","[{""S"":""red""},{""S"":""red""}]","red","2","[{""S"":""red""}]","4","0","相手のパワー3000以下のユニットを全て破壊する。\nカウンター[4]\nTO:このカードの効果を適用する。","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=3000""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}}]}}},{""M"":{""activationType"":{""S"":""TO""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=3000""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}}]}}}]","red_magic_5","","true","6","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_38","知の書物","[]","","0","[{""S"":""blue""}]","0","0","バトル勝利時:1枚ドローする。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""バトルで勝つと1ドロー。""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnBattleWin""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""S"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""PlayerLeader""}}}]}}}]","blue_equip","","false","3","0","R","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_69","天界守護霊神イージス","[{""S"":""yellow""},{""S"":""yellow""},{""S"":""yellow""},{""S"":""yellow""}]","yellow","4","[{""S"":""yellow""}]","0","2","常時:『天界守護霊神イージス』は自分の場に1体しか存在出来ない。\n召喚時:次の相手ターン終了時まで自分のリーダーはダメージを受けない。\nプロテクト","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""OnlyOneOnField""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""UntilTurnAfterNext""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""NoDamage""},""value"":{""N"":""0""},""target"":{""S"":""PlayerLeader""}}}]}}}]","yellow_champion","","false","10","10000","SR","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_26","ウェイブスフィア","[{""S"":""blue""},{""S"":""blue""}]","blue","2","[{""S"":""blue""}]","0","1","召喚時:相手のユニット1体の効果はこのユニットが場に存在する限り無効化される。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""single""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""SuppressTarget""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""SuppressTarget""},""type"":{""S"":""SetStatus""},""keyword"":{""S"":""SuppressEffect""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","blue_monster_6","","false","5","2000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_34","命の海","[{""S"":""blue""},{""S"":""blue""}]","blue","2","[{""S"":""blue""}]","4","0","自分の墓地からレベル5以下のユニット1体をコストを支払わずに召喚する。\nカウンター時: 自分の墓地からレベル6以下のユニット1体を場に出す。\nカウンター[4]","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""cost<=5""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ToFieldKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""PlayerGrave""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ToFieldKey""},""type"":{""S"":""MoveField""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","blue_magic_2","","false","5","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_82","腐滅指揮官プトリオー","[{""S"":""black""}]","black","1","[{""S"":""black""}]","0","1","元々効果を持たないユニットが召喚された時に発動する。それは『リベンジャー』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""isVanilla""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Slayer""},""value"":{""N"":""0""},""target"":{""S"":""PlayerField""}}}]}}}]","black_monster_2","","false","2","1000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_96","デスペナルティ","[{""S"":""black""},{""S"":""black""}]","black","1","[{""S"":""black""}]","4","0","相手のユニット1体を破壊する。\nTO:このカードの効果を適用する。\nカウンター[4]","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Select""},""value"":{""S"":""1""},""target"":{""S"":""EnemyGrave""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""MoveField""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Destroy""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}},{""M"":{""activationType"":{""S"":""TO""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Select""},""value"":{""S"":""1""},""target"":{""S"":""EnemyGrave""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""MoveField""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Destroy""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}},{""M"":{""activationType"":{""S"":""Counter""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Select""},""value"":{""S"":""1""},""target"":{""S"":""EnemyGrave""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""MoveField""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Destroy""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","black_magic","","true","7","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_68","裁きを下す者","[{""S"":""yellow""},{""S"":""yellow""},{""S"":""yellow""}]","yellow","2","[{""S"":""yellow""}]","0","1","召喚時:相手のパッシブ状態のユニットを全て破壊する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnSummon""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""isPassive""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""EnemyField""}}}]}}}]","yellow_monster","","false","7","5000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"token_004","正義蟷螂オラシオン","[{""S"":""green""},{""S"":""green""}]","green","2","[{""S"":""green""}]","","1","ゲイル\nアサルト\n攻撃後:このユニットのパワー-2000、アクティブにし『ターン終了時までリーダーに攻撃出来ない。』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":true},""trigger"":{""S"":""OnAttackEnd""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""Power""},""value"":{""S"":""-2000""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CallMethod""},""keyword"":{""S"":""Activate""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""1""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""UnAttackableLeader""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Gail""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Assault""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","","","","8","7000","C","","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_67","コアライガー","[{""S"":""yellow""}]","yellow","2","[{""S"":""yellow""}]","0","0","ターン開始時[自]:『ジェットペガサス』『ターボエレファント』が自分の場に存在するならそれぞれと合体し、『獣王戦機ワイルドカイザー』を場に出す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""HasMonsters:test_65,test_66""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Transform""},""keyword"":{""S"":""token_01""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""HasMonsters:test_65,test_66""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnTurnStart""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Transform""},""keyword"":{""S"":""token_01""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","yellow_monster","","false","1","1000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_29","バトルマーメイド","[{""S"":""blue""},{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","1","召喚時:相手のパワー2000以下のユニット1体を手札に戻す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=2000""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","blue_monster_9","","false","4","2000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_12","メルトホーンザウルス","[{""S"":""red""},{""S"":""red""}]","red","2","[{""S"":""red""}]","0","1","攻撃時:次の相手のターン終了時まで、プロテクトを持つユニットは全ての効果を失う。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttack""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""isProtect""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""SuppressEffect""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}}]}}}]","red_monster_12","","false","6","1000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_95","ジャックポット10","[{""S"":""black""}]","black","1","[{""S"":""black""}]","0","0","1〜10のレベルを1つ選択する。自分のデッキの上から3枚を公開し、選択したレベルのカードを1枚手札に加える。その後残りのカードを墓地へ送る。","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""selectedLevelValue""},""options"":{""L"":[{""S"":""1""},{""S"":""2""},{""S"":""3""},{""S"":""4""},{""S"":""5""},{""S"":""6""},{""S"":""7""},{""S"":""8""},{""S"":""9""},{""S"":""10""}]},""type"":{""S"":""SelectOption""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""revealedCards""},""options"":{""BOOL"":false},""type"":{""S"":""StoreCards""},""keyword"":{""S"":""""},""value"":{""S"":""3""},""target"":{""S"":""PlayerDeckTop""}}},{""M"":{""mode"":{""S"":""popup""},""duration"":{""S"":""""},""sourceKey"":{""S"":""revealedCards""},""targetFilter"":{""S"":""level=$selectedLevelValue""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""chosenCard""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""2""},""target"":{""S"":""PlayerDeckTop""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""revealedCards""},""type"":{""S"":""Discard""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""chosenCard""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","black_magic","","false","3","0","C","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_41","緑ユニット","[{""S"":""green""},{""S"":""green""}]","","","[{""S"":""green""}]","0","1","直前のターンに相手のユニットが2回以上攻撃している場合、このユニットは『パワー+5000』を得る。","","green_monster_1","","false","5","3000","","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
